▣ 홍수특보 발령상황
홍수예보 제 2011-5호,한강(중랑천)유역 중랑교지점,2011-07-26 23:10,홍수주의보 해제
홍수예보 제 2011-4호,한강(중랑천)유역 중랑교지점,2011-07-26 19:10,홍수주의보 발령
홍수예보 제 2011-3호,한강(왕숙천)유역 퇴계원(진관교)지점,2011-07-26 18:50,홍수주의보 발령
홍수예보 제 2011-2호,왕숙천 퇴계원지점,2011-06-29 13:50,홍수주의보 해제
홍수예보 제 2011-1호,왕숙천유역 퇴계원지점,2011-06-29 11:10,홍수주의보 발령
홍수예보 제 2호, 성남지점,2010-09-21 21:40,홍수주의보 해제
홍수예보 제 1호,한강유역 성남지점,2010-09-21 18:30,홍수주의보 발령
홍수예보 제 2009-14호,임진강(한탄강)유역 전곡(사랑교)지점,2009-08-12 13:30,홍수주의보 해제
홍수예보 제 2009-13호,한탄강유역 전곡(사랑교)지점,2009-08-12 07:30,홍수주의보 발령
홍수예보 제 2009-12호,한강 탄천유역 성남(대곡교)지점,2009-07-14 17:45,홍수주의보 해제
홍수예보 제 2009-11호,한강(탄천)유역 성남(대곡교)지점,2009-07-14 15:40,홍수주의보 발령
홍수예보 제 2009-10호,한강 유역 영월(영월대교) null지점,2009-07-12 23:20,홍수주의보 해제
홍수예보 제 2009-9호,한강 유역 여주대교 null지점,2009-07-12 20:40,홍수주의보 해제
홍수예보 제 2009-8호,한강 유역 영월(영월대교)지점,2009-07-12 19:30,홍수주의보 발령
홍수예보 제 2009-7호,한강 유역 여주대교지점,2009-07-12 17:20,홍수주의보 발령
홍수예보 제 2009-6호,안성천(진위천)유역 동연교(평택)지점,2009-07-12 16:40,홍수주의보 해제
홍수예보 제 2009-5호,한강(탄천)유역 성남(대곡교)지점,2009-07-12 14:10,홍수주의보 해제
홍수예보 제 2009-4호,한강(탄천)유역 성남(대곡교)지점,2009-07-12 13:20,홍수주의보 변경발령
홍수예보 제 2009-3호,안성천(진위천) 유역 동연교(평택)지점,2009-07-12 12:00,홍수주의보 발령
홍수예보 제 2009-2호,한강(탄천)유역 성남(대곡교)지점,2009-07-12 07:20,홍수경보 발령
홍수예보 제 2009-1호,한강(탄천)유역 성남(대곡교)지점,2009-07-12 07:00,홍수주의보 발령
홍수예보 제 2008-6호,한탄강 전곡(사랑교)지점,2008-07-24 21:50,홍수주의보 해제
홍수예보 제 2008-5호,한탄강 전곡(사랑교)지점,2008-07-24 18:40,홍수주의보 발령
홍수예보 제 2008-4호,한강 성남(대곡교)지점,2008-07-24 15:20,홍수주의보 해제
홍수예보 제 2008-3호,한강 탄천유역 성남(대곡교)지점,2008-07-24 12:20,홍수주의보 발령
홍수예보 제 2008-2호,한강 성남(대곡교)지점,2008-07-24 08:30,홍수주의보 해제
홍수예보 제 2008-1호,한강 탄천유역 성남(대곡교)지점,2008-07-24 06:30,홍수주의보 발령
